userId,courseId,recommended,rating,timestamp
1,107,1,4,2025-05-02
1,77,1,4,2024-05-31
1,69,1,5,2025-04-04
2,64,1,4,2024-11-01
2,34,1,5,2024-11-23
2,109,1,5,2025-10-02
2,44,1,4,2026-01-23
2,117,1,3,2025-06-26
2,40,1,3,2026-03-29
2,12,1,5,2026-03-09
2,30,1,4,2026-04-14
3,106,1,3,2025-07-02
3,72,1,5,2024-10-20
3,78,1,5,2025-04-25
3,55,1,4,2025-05-27
4,70,1,4,2024-12-27
4,102,1,3,2025-04-28
4,66,1,3,2025-04-18
4,95,1,5,2025-11-26
5,15,1,4,2025-07-17
5,9,1,5,2025-07-05
6,81,1,3,2024-09-17
6,11,1,5,2025-07-30
7,15,1,5,2025-06-23
7,114,1,4,2024-12-02
8,2,1,3,2025-02-15
8,35,1,3,2025-01-20
8,86,1,4,2025-05-06
9,116,1,5,2024-09-10
9,59,1,3,2024-07-18
10,11,1,5,2024-06-07
10,102,1,3,2024-12-06
10,74,1,5,2024-11-30
10,103,1,5,2026-02-02
11,57,1,4,2025-01-13
11,3,1,4,2025-04-19
11,8,1,4,2025-11-30
11,65,1,4,2026-01-21
11,21,1,3,2024-10-27
11,42,1,3,2025-01-10
11,5,1,4,2024-06-16
12,41,1,4,2025-12-09
12,47,1,5,2025-07-28
12,119,1,4,2024-07-28
13,87,1,5,2026-03-28
13,92,1,5,2026-01-19
13,74,1,5,2025-10-28
14,73,1,3,2026-05-12
14,65,1,5,2024-10-19
14,85,1,5,2026-04-25
14,58,1,4,2025-08-19
14,70,1,5,2024-11-25
14,104,1,5,2026-04-14
14,47,1,4,2024-08-28
15,34,1,5,2024-07-13
15,78,1,5,2025-03-05
15,106,1,5,2026-04-20
16,76,1,3,2025-03-03
16,25,1,5,2025-05-14
16,86,1,4,2026-03-24
16,44,1,5,2026-02-09
16,7,1,4,2025-01-21
16,105,1,3,2025-07-12
16,56,1,5,2026-04-21
16,80,1,5,2025-01-01
17,3,1,3,2024-12-19
17,104,1,4,2026-03-23
17,18,1,5,2025-06-13
18,83,1,4,2024-06-05
18,116,1,3,2025-03-26
18,84,1,4,2025-12-08
18,28,1,3,2026-04-20
19,99,1,5,2024-07-18
19,70,1,4,2025-01-15
19,109,1,4,2024-10-23
20,69,1,5,2024-08-30
20,16,1,4,2025-03-14
20,97,1,4,2026-02-23
20,47,1,4,2024-09-09
21,41,1,5,2026-03-29
21,75,1,4,2026-01-07
21,7,1,5,2025-07-12
21,42,1,5,2025-02-20
21,37,1,4,2025-06-10
22,53,1,4,2025-05-02
22,72,1,5,2025-03-26
23,36,1,4,2025-12-18
23,114,1,3,2026-02-21
23,93,1,3,2025-08-16
23,3,1,4,2024-05-17
23,87,1,3,2025-04-14
23,105,1,5,2024-10-16
24,28,1,4,2024-12-06
24,114,1,5,2025-04-09
24,55,1,3,2025-03-25
24,38,1,4,2024-10-17
24,69,1,3,2025-05-11
24,29,1,5,2024-08-08
25,85,1,5,2025-04-22
25,24,1,4,2025-04-16
25,108,1,3,2026-02-26
25,29,1,4,2025-12-11
25,110,1,5,2024-12-19
25,68,1,3,2024-07-08
25,39,1,3,2024-09-28
25,7,1,3,2026-03-20
26,93,1,3,2025-11-05
26,53,1,5,2024-11-28
26,112,1,4,2025-06-19
26,2,1,4,2024-06-28
26,49,1,4,2025-10-24
26,89,1,5,2025-09-28
26,106,1,4,2024-08-31
26,79,1,4,2024-10-20
27,96,1,3,2024-10-13
27,49,1,5,2024-11-15
27,113,1,5,2026-02-11
27,79,1,3,2024-09-30
27,59,1,4,2026-05-02
27,78,1,4,2025-05-15
27,88,1,3,2026-01-29
28,65,1,4,2026-01-04
28,4,1,5,2026-03-20
28,110,1,4,2026-02-19
28,120,1,4,2024-11-28
28,49,1,4,2025-01-24
29,33,1,5,2024-06-03
29,73,1,5,2024-06-24
29,110,1,4,2025-09-15
29,78,1,3,2024-07-03
29,5,1,4,2024-09-08
29,56,1,3,2025-10-09
30,107,1,3,2024-05-22
30,81,1,4,2026-02-13
31,64,1,4,2026-04-02
31,26,1,3,2026-04-16
31,117,1,5,2025-01-04
31,105,1,4,2025-02-26
31,110,1,3,2024-10-10
31,118,1,5,2026-04-25
32,66,1,4,2025-05-09
32,32,1,3,2025-10-15
32,30,1,5,2025-09-12
32,99,1,3,2024-05-24
32,57,1,5,2024-09-03
33,53,1,4,2024-12-25
33,16,1,5,2024-09-18
34,6,1,5,2024-07-06
34,107,1,4,2024-05-30
34,105,1,5,2025-01-03
34,57,1,3,2026-04-16
34,87,1,4,2024-11-02
34,43,1,3,2025-11-23
34,12,1,4,2025-03-28
34,18,1,3,2026-03-15
35,97,1,3,2024-10-20
35,20,1,3,2024-05-14
36,26,1,5,2024-09-06
36,92,1,3,2024-08-18
36,6,1,4,2024-06-26
36,49,1,3,2025-02-11
36,66,1,3,2025-08-07
36,63,1,3,2024-07-14
36,59,1,4,2026-04-02
36,90,1,5,2025-03-08
37,41,1,4,2024-12-29
37,5,1,4,2025-11-13
37,6,1,4,2025-02-23
37,36,1,3,2024-06-06
37,98,1,3,2024-08-02
38,53,1,4,2024-06-13
38,64,1,4,2024-10-21
38,26,1,3,2026-03-04
38,15,1,4,2026-02-19
38,77,1,5,2025-03-15
38,49,1,4,2024-12-12
38,55,1,4,2025-09-27
39,111,1,5,2026-03-06
39,27,1,4,2026-03-27
39,36,1,4,2025-04-09
39,64,1,3,2024-07-13
39,103,1,4,2024-10-15
39,42,1,5,2024-10-17
39,87,1,4,2025-06-08
39,61,1,5,2026-05-02
40,38,1,5,2025-10-01
40,58,1,5,2026-02-06
41,6,1,3,2024-08-25
41,7,1,4,2025-09-03
41,33,1,4,2024-09-12
41,75,1,3,2024-06-20
41,51,1,3,2024-08-17
41,60,1,5,2025-02-11
41,61,1,5,2025-06-27
42,98,1,5,2026-02-27
42,62,1,3,2025-01-21
42,33,1,4,2024-07-10
42,30,1,4,2024-11-30
42,52,1,4,2025-04-13
42,82,1,3,2025-10-18
43,25,1,4,2024-07-09
43,1,1,4,2025-10-15
43,7,1,3,2025-05-04
43,38,1,4,2024-12-18
43,9,1,5,2025-10-14
43,41,1,5,2026-01-10
43,97,1,4,2025-08-29
44,15,1,5,2024-11-06
44,20,1,3,2025-07-22
45,83,1,5,2026-02-03
45,111,1,3,2024-10-07
45,33,1,5,2026-04-17
45,76,1,5,2024-10-29
45,62,1,5,2024-08-17
45,12,1,4,2025-05-06
45,118,1,4,2026-02-28
46,34,1,3,2025-01-24
46,81,1,5,2024-05-19
46,84,1,3,2026-02-11
47,61,1,5,2024-10-12
47,116,1,4,2025-09-22
47,49,1,3,2025-08-29
47,101,1,4,2024-10-02
47,84,1,3,2025-03-15
47,103,1,4,2024-11-08
47,100,1,3,2026-02-26
48,10,1,4,2024-06-01
48,22,1,3,2026-01-07
48,81,1,5,2026-03-07
48,92,1,3,2026-04-28
48,16,1,5,2026-05-07
48,1,1,5,2026-04-17
49,69,1,5,2024-06-06
49,45,1,3,2026-02-23
49,66,1,4,2024-07-03
49,114,1,4,2025-09-29
50,15,1,5,2024-11-01
50,50,1,3,2026-04-28
50,5,1,3,2024-09-17
50,7,1,5,2024-09-01
50,117,1,4,2025-03-05
51,15,1,5,2025-06-23
51,55,1,3,2026-04-20
51,36,1,5,2025-08-21
51,107,1,4,2024-11-08
51,52,1,3,2024-08-18
51,72,1,5,2026-02-03
51,117,1,3,2025-10-15
51,22,1,5,2025-10-10
52,70,1,4,2025-02-06
52,48,1,4,2024-08-02
53,102,1,3,2024-05-16
53,30,1,5,2025-12-07
53,59,1,4,2025-04-01
53,33,1,4,2024-05-29
53,31,1,3,2024-06-02
53,42,1,3,2024-06-17
53,85,1,4,2026-03-06
54,39,1,3,2025-02-05
54,76,1,4,2025-09-30
54,111,1,4,2025-06-25
54,50,1,3,2025-05-26
54,108,1,3,2026-02-28
55,63,1,3,2025-05-11
55,25,1,4,2026-01-14
55,17,1,5,2024-10-01
55,10,1,3,2026-04-17
55,12,1,5,2025-11-26
56,48,1,4,2025-09-06
56,14,1,4,2024-09-20
56,109,1,5,2026-02-07
56,115,1,4,2026-03-24
56,6,1,3,2025-05-08
56,5,1,3,2026-01-25
56,13,1,4,2025-03-14
57,18,1,3,2024-09-24
57,4,1,5,2025-07-07
57,63,1,5,2025-08-10
57,61,1,5,2025-03-25
57,50,1,5,2025-12-17
57,90,1,3,2025-07-15
58,36,1,4,2024-12-19
58,53,1,5,2024-12-10
58,13,1,3,2026-03-04
58,22,1,5,2025-02-06
59,10,1,3,2025-07-21
59,76,1,5,2025-11-08
59,63,1,3,2025-06-11
59,17,1,4,2025-05-20
59,1,1,5,2025-03-31
59,120,1,4,2025-01-10
60,8,1,3,2025-10-19
60,21,1,4,2024-10-25
60,116,1,5,2024-06-07
60,91,1,3,2024-08-06
60,29,1,3,2025-03-27
61,1,1,3,2026-04-16
61,11,1,4,2026-04-19
61,97,1,5,2026-01-18
62,48,1,3,2024-08-11
62,87,1,4,2026-01-30
62,99,1,4,2025-08-05
62,112,1,3,2024-11-30
62,33,1,4,2025-05-20
62,69,1,5,2025-09-08
62,63,1,5,2026-01-04
62,40,1,5,2026-01-05
63,75,1,4,2024-12-12
63,42,1,3,2026-01-15
63,58,1,4,2025-01-29
63,27,1,3,2025-01-08
64,91,1,5,2025-08-19
64,70,1,5,2024-11-03
64,117,1,3,2025-12-03
64,88,1,5,2026-02-17
64,7,1,3,2024-12-03
64,110,1,4,2025-12-20
64,23,1,5,2026-02-08
64,8,1,3,2025-10-28
65,101,1,3,2025-04-14
65,111,1,3,2025-08-08
66,16,1,3,2025-04-20
66,40,1,3,2026-01-06
66,55,1,3,2024-10-07
66,42,1,4,2024-11-30
66,49,1,3,2025-08-22
66,30,1,5,2025-09-26
67,101,1,5,2025-07-14
67,91,1,3,2025-08-23
67,48,1,4,2024-11-17
67,39,1,5,2026-01-09
67,64,1,3,2024-11-12
67,93,1,5,2025-12-27
68,45,1,4,2026-05-03
68,103,1,5,2024-09-14
69,24,1,4,2025-06-12
69,35,1,3,2024-08-25
69,81,1,3,2025-02-23
69,47,1,3,2024-09-17
69,2,1,4,2024-11-04
69,36,1,3,2024-11-29
69,102,1,3,2025-05-23
70,36,1,3,2024-11-07
70,70,1,5,2024-11-10
70,100,1,3,2025-01-14
70,116,1,5,2025-11-30
70,5,1,5,2024-08-26
70,23,1,5,2025-10-21
70,119,1,5,2025-03-01
71,12,1,4,2026-03-30
71,31,1,4,2024-08-21
71,84,1,3,2026-03-18
72,85,1,5,2024-06-19
72,107,1,4,2025-03-20
73,106,1,4,2025-07-18
73,52,1,3,2024-08-04
74,39,1,5,2025-01-07
74,29,1,3,2024-10-08
74,37,1,3,2025-09-26
75,56,1,3,2024-06-13
75,109,1,3,2024-08-29
75,25,1,3,2025-06-03
75,83,1,3,2024-06-18
75,98,1,3,2025-07-27
75,95,1,3,2025-12-16
75,82,1,4,2025-06-06
76,94,1,3,2025-10-21
76,65,1,5,2024-10-05
76,100,1,4,2026-03-19
76,44,1,5,2026-05-09
76,49,1,4,2025-01-01
76,107,1,5,2025-04-08
76,115,1,4,2025-06-27
77,33,1,4,2025-06-08
77,7,1,4,2025-10-21
77,113,1,4,2026-04-23
77,61,1,4,2024-11-07
77,17,1,4,2026-02-17
77,50,1,3,2025-09-07
78,27,1,4,2026-03-18
78,107,1,3,2025-09-30
78,74,1,4,2025-01-03
78,45,1,3,2025-01-22
79,113,1,4,2025-02-20
79,9,1,3,2025-12-12
79,87,1,3,2025-08-04
79,15,1,5,2024-12-20
79,66,1,4,2025-10-02
79,64,1,5,2025-03-31
79,76,1,5,2025-03-08
79,53,1,4,2024-08-23
80,105,1,5,2025-12-16
80,26,1,3,2025-02-08
80,63,1,4,2025-03-07
80,116,1,5,2026-02-16
80,86,1,4,2025-06-05
80,80,1,5,2025-01-23
80,3,1,3,2024-07-21
80,91,1,4,2025-10-03
81,69,1,5,2026-04-12
81,55,1,4,2025-08-03
82,39,1,5,2026-05-05
82,12,1,3,2026-03-13
82,14,1,4,2025-11-22
82,47,1,3,2024-05-25
83,64,1,3,2024-11-05
83,70,1,3,2024-08-11
83,79,1,5,2025-08-11
83,111,1,5,2024-06-06
83,91,1,4,2024-09-26
83,57,1,4,2025-05-14
84,10,1,3,2024-06-10
84,119,1,3,2025-12-28
84,113,1,5,2024-11-23
84,93,1,3,2025-03-23
85,25,1,5,2025-04-13
85,65,1,3,2024-06-22
85,101,1,3,2024-11-20
85,32,1,4,2025-09-17
86,58,1,4,2024-08-13
86,38,1,5,2025-10-14
86,107,1,3,2025-05-19
86,120,1,4,2025-10-25
86,2,1,5,2025-04-13
86,4,1,3,2024-12-28
87,5,1,3,2025-07-27
87,22,1,3,2024-12-19
87,23,1,5,2026-01-29
87,6,1,5,2024-07-10
87,7,1,5,2025-07-19
87,117,1,5,2026-04-23
87,88,1,4,2025-06-07
87,12,1,3,2025-02-15
88,1,1,5,2025-04-12
88,64,1,5,2025-07-24
88,3,1,4,2025-08-17
88,2,1,5,2025-10-04
88,20,1,4,2025-04-07
88,35,1,5,2025-09-29
88,58,1,4,2026-05-07
89,60,1,3,2026-01-01
89,87,1,4,2025-07-13
89,43,1,4,2026-03-24
89,106,1,3,2024-05-19
90,47,1,5,2025-06-01
90,64,1,3,2024-10-05
90,70,1,5,2025-12-19
91,31,1,4,2025-12-18
91,64,1,5,2025-10-09
91,28,1,5,2025-02-02
92,22,1,4,2024-08-02
92,76,1,3,2026-05-08
93,41,1,3,2024-06-23
93,106,1,3,2025-04-22
93,83,1,4,2024-05-13
93,55,1,4,2026-01-14
93,48,1,5,2026-03-26
93,53,1,4,2024-07-06
93,14,1,3,2025-05-06
93,119,1,5,2026-01-23
94,80,1,5,2025-08-10
94,37,1,5,2024-12-16
94,36,1,3,2025-05-04
94,51,1,3,2025-10-05
94,46,1,5,2024-06-04
94,12,1,4,2025-04-23
94,21,1,4,2025-04-14
94,108,1,3,2026-04-16
95,71,1,4,2024-09-01
95,40,1,4,2025-11-27
95,67,1,4,2025-04-11
95,8,1,5,2024-11-07
96,95,1,5,2025-02-12
96,50,1,4,2026-02-04
96,104,1,5,2025-07-31
97,30,1,3,2025-03-18
97,19,1,5,2025-05-18
97,9,1,5,2025-07-11
97,93,1,4,2026-03-16
98,87,1,5,2024-10-29
98,70,1,3,2025-02-25
99,37,1,3,2025-03-26
99,96,1,4,2024-07-30
99,110,1,5,2026-02-09
99,120,1,5,2025-02-23
100,83,1,3,2025-06-20
100,59,1,4,2025-04-13
100,55,1,4,2025-10-08
100,111,1,3,2025-08-10
101,65,1,3,2026-04-08
101,2,1,3,2025-08-02
101,118,1,3,2025-04-30
101,74,1,3,2024-09-25
101,116,1,4,2025-01-07
101,108,1,3,2025-01-17
101,41,1,3,2026-03-12
102,4,1,4,2024-12-17
102,119,1,5,2024-05-18
102,31,1,3,2025-06-09
103,74,1,5,2026-03-23
103,84,1,3,2024-05-15
103,31,1,5,2024-07-11
103,76,1,4,2025-04-12
103,39,1,5,2024-12-23
103,118,1,3,2026-02-13
103,80,1,5,2026-04-10
103,6,1,3,2024-06-12
104,30,1,4,2025-08-27
104,78,1,3,2025-12-04
105,30,1,4,2025-01-06
105,8,1,5,2026-01-05
105,41,1,4,2024-10-30
105,117,1,4,2026-01-06
105,47,1,3,2024-10-26
105,33,1,3,2024-08-30
106,30,1,4,2026-01-01
106,44,1,4,2026-02-10
107,113,1,3,2025-07-31
107,18,1,5,2025-10-23
108,93,1,4,2026-01-01
108,24,1,5,2024-07-27
108,98,1,5,2024-11-11
108,30,1,3,2025-04-21
108,48,1,4,2025-04-06
108,2,1,3,2025-06-13
109,109,1,3,2024-06-03
109,117,1,4,2025-03-14
109,80,1,3,2025-04-14
109,42,1,3,2024-10-11
109,41,1,4,2024-10-14
109,49,1,4,2026-01-11
110,5,1,5,2025-05-31
110,45,1,3,2024-07-06
110,7,1,4,2025-09-08
110,76,1,5,2025-01-27
110,110,1,4,2025-04-25
110,87,1,3,2024-06-25
110,85,1,4,2025-07-08
111,73,1,4,2026-02-18
111,114,1,5,2025-11-08
111,41,1,4,2025-09-30
111,90,1,5,2025-05-12
111,116,1,5,2026-01-06
112,41,1,3,2025-12-17
112,63,1,4,2025-10-11
112,107,1,4,2026-04-24
112,77,1,3,2024-08-24
112,88,1,3,2024-09-25
112,86,1,5,2025-06-02
112,6,1,4,2024-07-17
113,41,1,3,2026-05-11
113,79,1,3,2024-07-07
113,98,1,5,2025-05-26
113,6,1,4,2025-10-29
113,117,1,3,2024-12-18
114,91,1,5,2025-12-23
114,37,1,4,2025-06-11
114,117,1,3,2025-08-13
114,26,1,5,2026-04-06
114,32,1,5,2025-06-02
114,120,1,4,2024-12-09
114,84,1,5,2025-03-20
114,34,1,3,2026-01-19
115,68,1,3,2024-08-09
115,100,1,4,2024-05-18
115,52,1,5,2024-06-13
115,114,1,4,2026-01-27
115,116,1,5,2025-11-28
115,16,1,3,2025-05-27
115,77,1,5,2026-05-13
116,67,1,3,2025-08-17
116,117,1,4,2025-10-28
116,47,1,3,2025-07-07
116,81,1,5,2025-09-07
116,92,1,3,2025-05-14
116,116,1,3,2025-03-30
116,88,1,5,2025-06-18
116,62,1,5,2026-03-08
117,47,1,4,2026-02-27
117,96,1,4,2025-05-05
118,40,1,4,2024-08-28
118,17,1,4,2026-04-28
119,107,1,3,2025-03-12
119,88,1,3,2024-10-15
119,19,1,4,2026-05-09
119,2,1,4,2024-09-12
119,116,1,4,2026-03-29
119,53,1,5,2025-01-11
119,68,1,3,2024-05-14
119,41,1,3,2025-03-14
120,114,1,5,2025-07-27
120,43,1,3,2026-02-08
121,33,1,5,2025-11-17
121,32,1,3,2025-04-29
121,95,1,5,2025-03-21
121,20,1,3,2026-01-27
122,105,1,5,2024-06-02
122,45,1,5,2024-12-14
123,79,1,4,2025-04-07
123,41,1,3,2025-04-04
123,4,1,3,2026-04-27
123,74,1,5,2025-06-26
124,103,1,5,2025-07-03
124,70,1,3,2026-04-06
124,28,1,3,2025-01-02
124,73,1,3,2026-03-06
124,97,1,3,2025-09-17
125,10,1,5,2026-05-01
125,101,1,3,2025-07-25
125,36,1,3,2026-05-02
125,52,1,3,2025-01-02
125,22,1,4,2025-04-06
125,100,1,5,2026-02-22
125,9,1,3,2024-09-11
125,85,1,4,2024-11-10
126,52,1,3,2025-11-03
126,56,1,4,2026-01-12
126,120,1,4,2024-11-22
127,116,1,4,2025-09-21
127,77,1,4,2025-01-03
127,24,1,4,2026-05-11
128,75,1,3,2025-02-05
128,33,1,5,2025-04-23
128,119,1,3,2026-04-23
128,13,1,4,2025-02-08
128,22,1,3,2026-03-05
128,68,1,5,2025-05-12
129,107,1,3,2024-09-21
129,91,1,4,2024-09-01
129,17,1,4,2026-04-20
130,25,1,4,2025-09-29
130,106,1,5,2025-10-28
130,58,1,5,2025-02-03
130,17,1,3,2024-10-30
131,26,1,4,2026-04-17
131,107,1,5,2025-10-21
131,12,1,4,2024-05-23
131,52,1,5,2025-03-21
131,37,1,3,2025-12-21
131,94,1,5,2025-12-11
132,117,1,3,2025-05-27
132,94,1,4,2024-12-14
132,31,1,4,2024-10-14
132,88,1,3,2025-01-20
132,112,1,4,2025-03-07
133,97,1,5,2024-10-09
133,6,1,3,2025-08-30
133,55,1,3,2025-09-01
133,86,1,4,2025-09-21
133,68,1,3,2024-05-28
133,26,1,5,2025-04-14
134,33,1,4,2025-05-13
134,112,1,5,2026-01-24
134,49,1,3,2025-11-30
134,95,1,4,2025-09-13
134,70,1,4,2024-12-03
135,99,1,3,2025-05-09
135,111,1,4,2025-06-30
135,67,1,5,2025-11-16
135,77,1,5,2025-02-01
135,4,1,3,2026-04-01
135,34,1,4,2025-03-14
135,72,1,5,2024-10-09
135,114,1,3,2024-11-16
136,49,1,3,2024-07-05
136,118,1,3,2025-02-10
137,13,1,5,2025-11-01
137,97,1,3,2024-08-19
137,68,1,3,2025-10-30
137,65,1,5,2025-06-05
137,119,1,4,2026-02-13
137,73,1,3,2025-10-15
138,64,1,3,2024-08-05
138,8,1,3,2025-09-05
138,91,1,4,2026-02-26
138,37,1,4,2024-08-06
139,2,1,5,2024-07-02
139,72,1,4,2026-04-15
